,Date,Time,Username,Message,sentiment_label
559,2025-02-16,13:49:54,H. Marlan,ps wkt rezim soeharto,negative
560,2025-02-06,16:33:01,Davip Maldian,ptogram tujuan prabowo sukses tercapai menteri kerja gak becus diganti,negative
561,2025-02-16,06:10:09,Andi Sam,puji bela jokowi said didu memiluh jokowi menyelamatkan rakyat,positive
562,2025-02-15,10:58:35,Fitri Refa,pura pura,negative
563,2025-02-12,08:45:33,Alqud,purn jenderal tni ad au al ! ! bergerak ngamuk jkwsiap aksi,neutral
564,2025-02-06,18:07:26,Wildan,quotes arab,positive
565,2025-02-01,22:34:57,SUDJANA,rahasia rasulullah mematikan lampu tidur,neutral
566,2025-02-01,14:43:08,P. Bibit,raja korup bersertifikat,negative
567,2025-02-05,20:17:08,Davip Maldian,rakyat,negative
568,2025-02-11,18:21:55,"Cahyadi, SH RFP",rakyat bangkir melawan oligrky,negative
569,2025-02-09,08:19:33,Surjanto,rakyat banten daerah 2 indonesia menderita dirampas tanah mata pencariannya tangkap jokowie aguan anthoni salim tommi winata ! ! !,neutral
570,2025-02-12,19:28:54,H. Marlan,rakyat banten marah pj gubernur dprd bungkam pik 2 ?,negative
571,2025-02-05,09:07:09,Surjanto,rakyat jelata ngomong gas melon rakyat tabungnnya tertilis logo rakyat miskin kenyataan lapangan kota kota kaya rumah gedung tingkat mobil nengkreng digarasi 3 buah beli gas melon pemerintah wajib atur subsidi sasaran penjualannya,negative
572,2025-02-10,22:44:41,yusri,rakyat mengejar kapolri tangkap jokowi sallam nkri merdeka,negative
573,2025-02-07,02:54:52,Surjanto,rakyat percaya occrp jokowi bajingan pembohong penipu berijazah palsu the king of lip service,negative
574,2025-02-04,04:37:16,Surjanto,rakyatbangkitmelawan,neutral
575,2025-02-16,02:15:04,OM GENG,rejeki anak soleh,positive
576,2025-02-16,11:18:00,Jeki Chan,rekam jejak bukti 2 kejahatan jokowi kel kroni 2nya,negative
577,2025-02-14,00:36:19,OM GENG,renungan malam,neutral
578,2025-02-15,21:47:24,Wildan,renungan malam,neutral
579,2025-02-07,19:29:05,OM GENG,resiko orang ngintipan,negative
580,2025-02-01,12:26:54,aahoy836,resmi !,positive
581,2025-02-15,21:57:21,aahoy836,resmi !,positive
582,2025-02-07,23:21:57,aahoy836,resmi 2025 !,positive
583,2025-02-08,20:06:07,aahoy836,resmi 2025 !,positive
584,2025-02-01,12:55:52,aahoy836,resmi berlaku 1 februari 2025,neutral
585,2025-02-08,12:36:47,aahoy836,resmi berlaku februari 2025,neutral
586,2025-02-08,23:29:13,aahoy836,resmi berlaku februari 2025,neutral
587,2025-02-12,16:17:42,aahoy836,resmi berubah !,negative
588,2025-02-11,11:13:10,aahoy836,resmi diterapkan !,positive
589,2025-02-12,17:53:32,aahoy836,resmi diumumkan !,neutral
590,2025-02-13,18:22:29,aahoy836,resmi diumumkan !,neutral
591,2025-02-08,17:49:25,H. Marlan,respons bahlil isu reshuffle kabinet diserahkan presiden,neutral
592,2025-02-03,09:20:15,Surjanto,resuffle kabinet bslil koruptor menteri bermasalah,negative
593,2025-02-01,10:40:13,Surjanto,retak raja jkw vs raja ps,neutral
594,2025-02-01,10:39:49,Surjanto,rezim pki zionis pemilu curang sengaja bikin rakyat susah,negative
595,2025-02-09,11:26:39,Surjanto,riba bank pinjol kejam riba jahiliyah,negative
596,2025-02-12,11:38:46,Supriyadi,road show amazing ramadhan 1446 h menghidupkan spirit membangun karakter terpuji,neutral
597,2025-02-03,09:13:25,Surjanto,roy suryo desak masyarakat lupakan dosadosa jokowi hancurkan indonesia,neutral
598,2025-02-09,08:39:51,Surjanto,rugikan negara rp 168 triliun ! dirjen kemenkeu isa rachmatarwata tersangka jiwasraya presiden prabowo subianto pembersihan penangkapan perampok maling lembaga lembaga negara kementrian aparatur negara pandang bulu perampokmaling sumber alam negara pertambanganpertambangan perkebunan kehutanan kelautan kedepan cobacoba perampokan maling uang negara pelayanan masyarakat optimal benarbenar bersih gerombolan budakbudak penjilat pantatpantat china peluang gerombolan chinachina perampok maling perampokan maling uang negararakyat,negative
599,2025-02-15,16:46:37,agen British propolis ( mbak Tiya),rumus menghadapi kesulitan hidup,neutral
600,2025-02-12,21:55:21,Pak Haji,rupane mekitik moh dipimpin model elite partai penjilat,negative
601,2025-02-04,15:31:09,BiSMiLLaHirRaHMaNirRaHiM,sabotase gas elpiji pedagang makanan,neutral
602,2025-02-09,13:49:09,H. Marlan,sadis,negative
603,2025-02-07,22:02:45,aahoy836,sah ! pendaftaran akpol sipss bintara tamtama polri 2025 resmi dibuka,neutral
604,2025-02-01,22:22:07,aahoy836,sah ! penerimaan murid sd smp sma 2025 4 sistem,neutral
605,2025-02-07,21:18:09,Bang Yusuf || Muhibbin,sah kpu tetapkan jimad sakteh pemenang pilkada sampang,neutral
606,2025-02-04,15:47:25,musashimono1106,saking pinternya orang inijadi kayak orang keblinger,negative
607,2025-02-07,02:42:07,Munawari,salat subuh rakaat tubuh bangun tidur,neutral
608,2025-02-06,16:33:00,Davip Maldian,saran anies,neutral
609,2025-02-07,10:20:47,Davip Maldian,saran dukun politik,negative
610,2025-02-12,07:28:07,Helmy As'ad,se7 bermanfaat asetnya dirampas memenuhi kebutuhan gizi rakyat,neutral
611,2025-02-15,18:56:18,Helmy As'ad,se7 prof mulyadi,neutral
612,2025-02-08,13:35:34,Wildan,secercah,positive
613,2025-02-13,13:31:33,Wildan,secercah dhuha,positive
614,2025-02-16,13:34:56,Wildan,secercah dhuha,positive
615,2025-02-11,23:40:11,Wildan,secercah malam,positive
616,2025-02-13,23:51:29,Wildan,secercah malam,positive
617,2025-02-10,20:22:24,Wildan,secercah petang,positive
618,2025-02-11,21:47:22,Wildan,secercah petang,positive
619,2025-02-05,16:56:21,Wildan,secercah siang,positive
620,2025-02-11,17:09:57,Wildan,secercah siang,positive
621,2025-02-10,18:36:12,Wildan,secercah sore,positive
622,2025-02-14,19:44:25,Wildan,secercah sore,positive
623,2025-02-16,09:20:33,Surjanto,sehat mudah sakit bugar badannya ?,positive
624,2025-02-09,13:33:01,Helmy As'ad,sehat semangat,positive
625,2025-02-05,20:03:42,Surjanto,sejarah dosa hitam jokowi,negative
626,2025-02-11,22:24:57,_@_ ' _,sejarah dosa hitam jokowi,negative
627,2025-02-13,06:52:32,Surjanto,sekarat ditolak ! ! ! pasien butuh pertolongan puskesmas,neutral
628,2025-02-08,05:52:10,Helmy As'ad,selamat pagi sahabats negriku,neutral
629,2025-02-12,14:18:05,___ _   (___),selamat siang salam sehat,neutral
630,2025-02-12,21:21:26,yusri,selamatkan nkri kemerdekaan raykatmemang kepolisian dibenahi keonaran direpublik indonesia cintai mantap tni memegang tampuk negara cintai inimerdeka,neutral
631,2025-02-11,08:10:14,Helmy As'ad,semangat persatuan indonesia,positive
632,2025-02-09,08:18:45,Helmy As'ad,semangatnya minggu pagi ceria,positive
633,2025-02-07,04:45:00,.,semoga,positive
634,2025-02-11,23:16:29,.,semoga,positive
635,2025-02-14,00:07:27,Fitri Refa,semoga laki laki ngomong habisi muslim,negative
636,2025-02-13,06:53:21,Surjanto,semoga musibah menimpah saudarasaudara terulang saudarasaudara sebangsa setanah air perlawanan penghancuran pengembang proyek pik 2 titik darah penghabisan anak cucu kelak cari ketemu tangkap budakbudaknya aparatur pemerintah daerah tanggerang banten berkat bantuan gerombolangerombolan aparatur pemerintahan daerah gerombolan preman oligarki china biadab pik 2 aguanantoni salim perampasan tanah tanah masyarakat pribumi asli tanggerang banten brutal biadab berprikemanusiaan,negative
637,2025-02-01,00:56:32,Fahrul Husni,sental sentil namanya pengecut,negative
638,2025-02-11,21:59:26,agen British propolis ( mbak Tiya),serial keluarga sakinah 07,positive
639,2025-02-03,00:08:55,OM GENG,seruan ulama jatim,neutral
640,2025-02-09,21:36:24,.,setahun,negative
641,2025-02-09,11:20:41,Anton,setan hehehe,negative
642,2025-02-10,14:37:21,Sumartono,setimpal hum pancung,positive
643,2025-02-13,19:10:11,Zaki BjR,shio kodok budug,negative
644,2025-02-12,16:37:32,i MANS ulistiyo,si58 beranitahtanya mn ?,neutral
645,2025-02-03,19:05:48,H. Marlan,sidang jokowi aguan gerombolannya,negative
646,2025-02-10,17:18:00,H. Marlan,sidang ke6 rakyat lawan oligarki perdamaian perampas tanah rakyat,neutral
647,2025-02-14,08:38:09,Surjanto,silahkan share group pendukung rezim,neutral
648,2025-02-04,19:25:03,aahoy836,sim 2025 aturan pemilik sim indonesia,neutral
649,2025-02-14,00:11:50,Surjanto,sistem pendidikan pemerintahan joko wi ilmu pengetahuan luas kepanjangan mpr majelis permusyswrsran rakyat penulis sekolah sd 1963 desa tolando wabula kecamatan pasarwajo kabupaten buton provinsi sulawesi tenggara 2 sd hafal pancasila kepanjangan nkri uud 1945 kepanjangan sd smp stn smep sma stm smea mpr ri dpr ri 2 1 5 sd kertas batu tulis pulpennya alat tulisnya grip menghapusnya pakai air coba bayangkan pelajaran 5 dihafal kepala,neutral
650,2025-02-13,15:52:35,aahoy836,skema kerja asn seindonesia diterapkan pemerintah 2025,neutral
651,2025-02-15,15:50:08,H. Marlan,skenario nyelamatin aguan,neutral
652,2025-02-08,22:28:30,gitoaisaefa,smentara hadir 71,neutral
653,2025-02-13,14:39:13,Rustandi,smg omdo pencitraan,negative
654,2025-02-14,08:47:48,Sigit,sosok rajaraja melawan berusaha menjegal programprogram prabowo,negative
655,2025-02-16,13:49:54,H. Marlan,sptnya membubarkan nkri 2 dilawan rakyat dibawah pimpinan khalid,negative
656,2025-02-05,12:41:13,AHS,sssssttt,positive
657,2025-02-02,17:41:23,Davip Maldian,stop ! ! !,neutral
658,2025-02-15,10:37:09,oneisyafei75,strategi aset 16000000 modal gratis,neutral
659,2025-02-08,07:16:51,H. Marlan,subhanallah walhamdulillah astagfirullah alaziim lahaulawalaaquwwata illabillahil aziim innalillahi wainnaillahi rojiuun kepadamu allah memohon kepadamu berharap berikanlah kesadaran petunjuk keberaniankekuatan pemimpin presiden prabowo subianto menyelamatkan bangsa negara morowali kuasai chinachina tiongkok komunis bantuan rezim pdipjokowi penghianat pendurhaka pembohong penipu berijazah palsu gerombolan budakbudak penjilat pantatpantat china oligarki china penghianat biadab 10 gerombolan penghianat berkuasa,negative
660,2025-02-14,20:51:25,Surjanto,subhanallah walhamdulillah walaaillaahaillah wallahuakbar walaahawlawalaa quwwataillabillahil aaziim innalillahi wainnaillahi rojiuun maha suci allah taala firmannya maha suci allah taala maha agung silakan bersiasat mensiasati allah taala allah taala zat mengatur siasat insyaallah ! kedepan bangsa negara kesatuan republik indonesia negara mengalami kerusakan dahsyat kehancurannya penghianatan penghancuran oligarki china biadab china tiongkok komunis presiden 2 ri alm h moh suharto kendaraan reformasi menarik dukungan simpati rakyat pribumi asli indonesia wabil khusus ummat muslim keyakinan terbesar negara karna ummat muslim faham tiputipu muslihat gerombolan china gerombolan oligarki china biadab bersamasama keyakinan minoritas negara kesatuan republik indonesia lanjutkan rezim pdipjokowi penghianat pendurhaka pembohong penipu berijazah palsu gerombolan budakbudak penjilat pantatpantat oligarki china biadab 10 berkuasa berkat petunjuk kuasa allah taala rakyat pribumi asli indonesia wabil khusus ummat muslim keyakinan terbesar negara perlawanan penghancuran oligarki china antekantek titik darah anakanak cucucucu negara kesatuan republik indonesia pengembalian uud 1945 aslinya menjaga kedaulatan bangsa negara kesejahteraan kehidupan merata adil lahir bathin,negative
661,2025-02-16,16:13:23,OM GENG,sunah makan,positive
662,2025-02-05,22:05:12,Zaki BjR,sunami,positive
663,2025-02-16,03:10:23,OM GENG,sungguh kuat sabar 2 palestine harta nyawa bnyk melayang msih tersenyum,positive
664,2025-02-13,17:46:05,Davip Maldian,surat kompolnas davipmsldian,neutral
665,2025-02-03,08:43:08,Surjanto,surat terbuka presiden ri sulap tanah musnah hgb reklamasi nelayan korban,neutral
666,2025-02-11,17:29:59,Zaki BjR,suruh kerja dulublm tau hasilnya,neutral
667,2025-02-03,11:14:20,Alqud,susno duadji,neutral
668,2025-02-03,11:14:15,Alqud,susno duadji blak 2 an ! ! sosok dalang pagar lautini ditangkap,neutral
669,2025-02-04,14:45:43,Sri Rahayu,takut 2 tinggal diindonesia diincar sm cina penjajah sertifikat 2 rumah tanah diincarnya target abis ni nti abis ni ono 10th puas cina penjajah nguasai indonesia tmbh ni keberlanjutan,negative
670,2025-02-05,08:26:53,i MANS ulistiyo,takutkrn 58 kemenangan mulyonokasus pagar mandeg pencabutan sj,neutral
671,2025-02-08,02:42:31,M.Yahya B.Aspirasi Rakyat,tampangnya jokonipu tolol cocok pleciden bisanya bohong 2,negative
672,2025-02-11,23:12:23,Davip Maldian,tanah airku indonesia,positive
673,2025-02-02,22:35:39,Davip Maldian,tangis histeris asmawati rumahnya dieksekusi pengadilan shm tanah sengketa,neutral
674,2025-02-03,11:42:43,Surjanto,tangis histeris asmawati rumahnya dieksekusi pengadilan shm tanah sengketa,neutral
675,2025-02-03,11:40:58,Surjanto,tangkap adili hukum mati jokowi sang pengkhianat,negative
676,2025-02-09,08:42:21,Surjanto,tangkap jokowie aguan anthony salim tommi winata cina 2 sipit kafir komunis penghianat bangsa,negative
677,2025-02-16,16:10:19,Asp Andy,tatanan dunia,negative
678,2025-02-09,13:39:50,Asp Andy,tatanan global,negative
679,2025-02-01,18:31:59,aahoy836,tawaran bagus !,positive
680,2025-02-03,09:09:11,Surjanto,teladan menteri ! dedi mulyadi ancam gugat perdata pidana penyerobot lahan,neutral
681,2025-02-04,15:15:31,aahoy836,telat ! 7 dokumen tanah wajib diubah shm,neutral
682,2025-02-03,22:11:44,Andi Sam,tempo terungkap bobby kahiyang jokowi main izin tambang halmahera,neutral
683,2025-02-07,08:38:08,Helmy As'ad,tenang bos ! !,positive
684,2025-02-01,11:16:15,aahoy836,terbaru !,positive
685,2025-02-01,08:02:50,Asp Andy,terima kebaikan berbuat baiklah tolak keburukan kejahatan ketidakadilan,negative
686,2025-02-08,09:37:29,Anton,terimakasih imfonya,positive
687,2025-02-10,08:59:52,Davip Maldian,terlibat diduga mengeluarkan surat palsu tersangka korupsi,neutral
688,2025-02-13,19:35:03,OM GENG,tertipu beli perumahan murah,negative
689,2025-02-03,19:50:00,H. Marlan,terungkap ! ! ! massa pendukung pik 2 kronjo mengaku dibayar rp50000,neutral
690,2025-02-05,20:01:12,Surjanto,tetamu diundang bawa anak berderet makan dessert licin,neutral
691,2025-02-12,11:13:27,Asp Andy,tiada perubahan kepemimpinan,negative
692,2025-02-15,10:44:35,Asp Andy,tiada perubahan kepemimpinan,negative
693,2025-02-12,08:45:37,Alqud,tim inafis mabes polri geledah rumah kepala desa kohot tangerang banten pik 2,neutral
694,2025-02-16,21:25:40,hitam putih,timbul istana rakyat tenggelam keterpurukan,negative
695,2025-02-09,13:55:18,Kang TeJE,tinggal nunggu banjir melandaresapan terserap bumi,neutral
696,2025-02-01,13:42:47,Munawari,tinggal tunggu datangi langsung borgol jebloskan penjara,negative
697,2025-02-04,15:34:06,Jafarr Jafa,tiup drom keppo,neutral
698,2025-02-03,10:39:12,.,top bangetbangsat,positive
699,2025-02-07,18:23:20,OM GENG,trail vs motor bebek,neutral
700,2025-02-08,22:07:55,"Cahyadi, SH RFP",tugas polisi bisnf peternakan salah kaprahtrus dina peternakan kerja ? ? ?,negative
701,2025-02-01,02:58:02,OM GENG,tukang sampah negara berbeda,negative
702,2025-02-12,14:25:55,Detik,tuntutan adili jokowi meluas ? tanda ?,negative
703,2025-02-11,12:52:59,OM GENG,uji nyali prabowo beranikah ? ? ?,neutral
704,2025-02-15,00:33:40,OM GENG,ujian alami lalui saudara palestina,neutral
705,2025-02-08,00:19:30,OM GENG,ulasane cilig goleti gas sing langka anane kepriben kiyen,negative
706,2025-02-16,09:42:03,Surjanto,umat islam blitar tolak imad begal nasab ! ! !,negative
707,2025-02-11,03:14:49,OM GENG,undang 2 indonesia melindungi kedaulatan negara jebol skrg negara jebol,negative
708,2025-02-13,18:18:01,SUDJANA,upaya membendung kenakalan remaja,neutral
709,2025-02-03,20:37:04,aahoy836,update ! tarif listrik harga elpiji 3 februari 2025,neutral
710,2025-02-12,16:51:59,aahoy836,update ! tarif tol kota 2025 pengendara mobiltruk,neutral
711,2025-02-03,09:22:19,Surjanto,usaha cino nkri,positive
712,2025-02-05,08:20:49,Surjanto,usia cino nkri,negative
713,2025-02-01,19:36:16,aahoy836,usia terbaru masuk sdsmasmk 2025,neutral
714,2025-02-04,17:08:43,aahoy836,usia terbaru masuk sdsmasmk 2025 orangtua sekolah wajib ikuti ketentuan,neutral
715,2025-02-03,12:48:43,akadirahamid,usir cina indonesia aman,negative
716,2025-02-12,08:45:31,Alqud,ustadz abdul somad,neutral
717,2025-02-11,21:30:25,Affandy Ridwan,ustadz c feriandri utomo m biomed,neutral
718,2025-02-09,21:27:18,Affandy Ridwan,ustadz h alnof dinar lc ma,neutral
719,2025-02-15,08:02:02,Affandy Ridwan,ustadz h fajeriansyah lc ma,neutral
720,2025-02-13,08:34:00,Affandy Ridwan,ustadz h jon pamil ma,neutral
721,2025-02-16,21:23:09,Affandy Ridwan,ustadz h khairunnas jamal ma,neutral
722,2025-02-14,08:31:35,Affandy Ridwan,ustadz h maghfirah ma,neutral
723,2025-02-03,21:20:55,Affandy Ridwan,ustadz h suryandi temala lc ma,neutral
724,2025-02-06,21:25:21,Affandy Ridwan,ustadz h sutrisno badrun lc ma,neutral
725,2025-02-04,21:28:19,Affandy Ridwan,ustadz hm yunus lubis lc ma,neutral
726,2025-02-06,08:01:16,Affandy Ridwan,ustadz karimuddin nasution mis,neutral
727,2025-02-10,21:52:54,Affandy Ridwan,ustadz m khoir al khusairy ma,neutral
728,2025-02-02,08:11:56,Affandy Ridwan,ustadz muhammad ridwan mei,neutral
729,2025-02-08,21:21:22,Affandy Ridwan,ustadz nazriel abdul muluk,neutral
730,2025-02-08,08:07:15,Affandy Ridwan,ustadz syafrinaldi mh ma,neutral
731,2025-02-03,08:03:48,Affandy Ridwan,ustadz wandi bustami lc ma,neutral
732,2025-02-10,07:51:54,Affandy Ridwan,ustadz wandi bustami lc ma,neutral
733,2025-02-04,18:47:43,ARH,uu bumn sah isinya mengatur struktur bpi danantara,neutral
734,2025-02-14,23:07:24,.,video kejadian malaysia,neutral
735,2025-02-16,02:01:44,OM GENG,video menginspirasi kehidupan bijak,positive
736,2025-02-16,09:43:14,Surjanto,video puluhan ribu massa hadiri tabligh akbar habib hanif kuningan,neutral
737,2025-02-06,05:35:24,Surjanto,video viral,negative
738,2025-02-03,08:43:55,Surjanto,viral pria mengamuk merusak plang tambora polisi bergerak cepat lakukan mediasi,neutral
739,2025-02-05,10:56:49,Barmawi.ar ___,waaaaaaaw mati matian masang badan oligarki cina tiongkok sang konglomerat penguasa pemagaran laut,negative
740,2025-02-12,22:57:11,Surjanto,wafat rizal ramli ingatkan jokowi antek beijing,neutral
741,2025-02-05,01:39:23,raharjototo590,wahyu ilahi diterima baginda nabi muhammad saw,neutral
742,2025-02-10,21:03:54,Satrio PAMBUKANING Projo,wajah kejaksaan,neutral
743,2025-02-03,12:03:59,"Cahyadi, SH RFP",wajib dibunuh abo janda,negative
744,2025-02-13,20:06:00,Didik Supriadi,wakili wilayah bali nusra pathul bahri usulkan prabowo ketum dpp capres 2028 klb gerindra,neutral
745,2025-02-03,07:59:17,Surjanto,warga muncung ngamuk pik 2 ujung tanduk peraturan presiden lonceng kematian aguan,neutral
746,2025-02-11,13:06:09,OM GENG,warga paksa jual sawah lahan waspada penjajah gaya,negative
747,2025-02-04,14:28:26,Davip Maldian,waspada,negative
748,2025-02-03,01:28:44,OM GENG,waspada kawan 2 parkir motor ramai sepi usahakan kunci dobel,negative
749,2025-02-09,08:28:14,Surjanto,wercok lambat aguan cs masif 2 beras suap nelayan skenario kerap lagu ! ! !,neutral
750,2025-02-08,15:19:14,Weyapo,weyapo changed their phone number to a new number tap to message or add the new number,neutral
751,2025-02-03,11:44:22,Surjanto,wna 2 ilegal bangsat merusakbindonesia,negative
752,2025-02-06,09:42:07,Surjanto,wowo ternak mentri bodoh,negative
753,2025-02-15,09:25:30,Helmy As'ad,woww prof romli atmasasmita saksi ahli peristiwa pembunuhan uu kpk 2002 oligarki putusan hakim banding harvey moeis sesat,neutral
754,2025-02-12,22:33:54,Kang TeJE,yo wislah wewenang om wowo sprti mahkami rakyat angkat gerakan,negative
